"Provincia";"Termino";"Estación";"Mes";"Año";"Temp media de las medias";"Temp máxima de las medias";"Temp media de las máximas";"Temp máxima de las máximas";"Temp mínima de las medias";"Temp media de las mínimas";"Temp mínima de las mínimas";"Humedad relativa media de las medias";"Humedad relativa máxima de las medias";"Humedad relativa media de las máximas";"Humedad relativa máxima de las máximas";"Humedad relativa mínima de las medias";"Humedad relativa media de las mínimas";"Humedad relativa mínima de las mínimas";"Velocidad del viento media";"Velocidad del viento media máxima";"Dirección del viento media";"Racha máxima de las máximas";"ETo total";"ETo media";"ETo máxima";"ETo mínima";"Radiación media";"Horas sol medias";"Horas frío";"Precipitación total";"Precipitación máxima diaria";"Días con datos";"Estado"
"València";"Chulilla";"Chulilla";"4";"2018";"13,85";"19,97";"20,36";"30,07";"8,45";"7,83";"3,63";"62,19";"81,5";"89,75";"98";"49,07";"36,55";"24,62";"6,82";"18,26";"SO";"45,72";"111,42";"3,71";"5,51";"1,51";"21,05";"11,11";"27";"28,32";"17,03";"30";"Sin incidencias"
"València";"Gandía";"Gandia Marxuquera";"4";"2018";"15,42";"19,12";"21,98";"31,68";"11,31";"9,28";"6,06";"62,35";"81,3";"86,74";"97,4";"37,09";"39,3";"24,31";"3,68";"8,72";"NO";"27,36";"99,34";"3,31";"4,48";"1,47";"19,09";"10,56";"6";"43,27";"33,07";"30";"Sin incidencias"
"València";"Godelleta";"Godelleta";"4";"2018";"14,75";"19,71";"21,02";"31,07";"9,65";"8,95";"5,15";"60,65";"84,4";"85,55";"99,9";"44,33";"37,34";"23,71";"7,3";"21,75";"O";"53,21";"111,83";"3,73";"5,29";"1,54";"19,61";"10,76";"7";"17,2";"7,4";"30";"Sin incidencias"
"València";"Llutxent";"Llutxent EEA";"4";"2018";"14,61";"19,64";"20,32";"29,41";"8,86";"9,4";"5,15";"65,48";"93,9";"89,86";"100";"44,73";"42,59";"29,17";"8,21";"19,5";"N";"54,54";"106,97";"3,57";"5,09";"0,92";"18,53";"10,32";"8";"7,5";"3,2";"30";"Sin incidencias"
"València";"Llíria";"Llíria";"4";"2018";"14,45";"18,76";"21,38";"30,51";"9,57";"7,42";"3,39";"60,6";"78,8";"87,8";"96,1";"45,61";"34,76";"23,29";"6,06";"13,64";"NE";"41,4";"108,17";"3,61";"4,69";"1,6";"19,4";"11,04";"39";"14,26";"5,74";"30";"Sin incidencias"
"València";"Moncada";"Moncada IVIA";"4";"2018";"15,78";"18,96";"21,97";"27,63";"11,88";"8,98";"3,85";"64,63";"80,6";"88,71";"94,8";"47,4";"41,61";"28,94";"6,67";"15,49";"N";"36,83";"110,25";"3,8";"5,1";"1,52";"20,98";"10,84";"9,5";"17";"6,8";"30";"Sin incidencias"
"València";"Montesa";"Montesa";"4";"2018";"15";"19,43";"21,23";"29,39";"9,25";"9,5";"6,52";"62,38";"91,2";"86,15";"97,1";"42,02";"38,13";"22,25";"4,25";"8,5";"O";"38,74";"100,35";"3,34";"4,46";"0,86";"19,08";"10,31";"3";"30,69";"21,58";"30";"Sin incidencias"
"València";"Pedralba";"Pedralba";"4";"2018";"14,97";"19,82";"21,4";"31,61";"10,04";"9,46";"4,89";"58,71";"79,7";"82,62";"98";"44,32";"35,33";"25,06";"5,13";"17,64";"SO";"48,67";"107,23";"3,57";"5,19";"1,55";"19,87";"10,67";"10,5";"13,92";"6,66";"30";"Sin incidencias"
"València";"Picassent";"Picassent";"4";"2018";"15,27";"18,48";"21,06";"26,69";"10,88";"9,6";"6,45";"63,73";"87,3";"88,12";"97,7";"46,11";"39,53";"25,68";"4,96";"15,24";"N";"41,29";"106,22";"3,54";"5,07";"1,31";"20,53";"10,78";"2";"23,87";"9,59";"30";"Sin incidencias"
"València";"Polinyà de Xúquer";"Polinyà de Xúquer";"4";"2018";"15,52";"19,52";"20,87";"29,11";"11,6";"10,22";"7,02";"68,41";"89";"96,02";"100";"44,06";"43,56";"26,14";"7";"16,4";"O";"42,52";"107,93";"3,6";"5,42";"1,19";"19,83";"10,73";"0";"14,13";"5,77";"30";"Sin incidencias"
"València";"Requena";"Campo Arcís";"4";"2018";"12,2";"17,98";"19,07";"26,91";"6,16";"5,76";"0,13";"67,08";"85,2";"92,76";"100";"52,99";"39,92";"22,84";"8,41";"23,01";"SE";"52,63";"102,54";"3,42";"4,94";"1,33";"18,91";"10,8";"132";"35,05";"14,44";"30";"Sin incidencias"
"València";"Requena";"Requena Cerrito";"4";"2018";"12,18";"19,02";"18,32";"26,84";"5,1";"6,75";"1,51";"65,11";"93,4";"90,51";"100";"44,36";"39,95";"21,43";"6,92";"12,2";"N";"44,53";"102,69";"3,42";"5,1";"0,99";"19,67";"10,63";"135,5";"53,7";"22,6";"30";"Sin incidencias"
"València";"Sagunt";"Sagunt";"4";"2018";"15,89";"19,25";"20,9";"27,13";"11,77";"10,46";"4,43";"58,7";"82,1";"82,03";"94";"39,66";"38,58";"23,58";"6,18";"14,21";"NO";"40,14";"110,59";"3,69";"5,15";"1,79";"19,98";"10,92";"4";"16,88";"6,03";"30";"Sin incidencias"
"València";"Tavernes de la Valldigna";"Tavernes de Valldigna";"4";"2018";"15,71";"19,94";"20,54";"28,55";"11,67";"10,33";"6,44";"66,28";"86";"87,63";"97,5";"36,92";"44,47";"26,13";"5,91";"13,49";"N";"45,07";"105,87";"3,53";"5,1";"1,49";"19,46";"10,49";"2";"13,2";"4,6";"30";"Sin incidencias"
"València";"Valencia";"Moncada2";"4";"2018";"15,64";"18,53";"20,76";"26,4";"11,65";"9,35";"4,25";"65,02";"82";"87,82";"95";"47,69";"43,35";"28,5";"7,87";"19,51";"S";"27,36";"114,32";"3,81";"5,08";"1,46";"21,17";"4,5";"9,5";"15";"6";"30";"Sin incidencias"
"València";"Villalonga";"Villalonga";"4";"2018";"15,77";"20,14";"21,76";"31,56";"11,37";"10,07";"6,89";"59,06";"81,3";"82,69";"93,9";"39,54";"38,86";"23,64";"3,29";"7,1";"NO";"30,35";"94,34";"3,14";"4,51";"1,42";"17,64";"10,19";"0";"17,2";"5,2";"30";"Sin incidencias"
"València";"Villanueva de Castellón";"Villanueva de Castellón";"4";"2018";"15,83";"19,42";"22,73";"33,08";"11,34";"9,02";"4,45";"63,17";"87,3";"92,81";"100";"42,59";"34,7";"21,33";"4,34";"12,29";"O";"33,84";"101,47";"3,38";"4,85";"0,94";"18,35";"10,09";"13";"12,98";"5,15";"30";"Sin incidencias"
"València";"Xàtiva";"Xàtiva";"4";"2018";"15,38";"19,11";"22,32";"31,14";"10,4";"8,66";"4,73";"63,98";"89,5";"92,27";"99,3";"48,63";"36,24";"22,32";"3,81";"6,94";"O";"29,95";"99,92";"3,33";"4,29";"0,9";"19,17";"10,58";"15";"17,63";"10,3";"30";"Sin incidencias"
"Provincia";"Termino";"Estación";"Mes";"Año";"Temp media de las medias";"Temp máxima de las medias";"Temp media de las máximas";"Temp máxima de las máximas";"Temp mínima de las medias";"Temp media de las mínimas";"Temp mínima de las mínimas";"Humedad relativa media de las medias";"Humedad relativa máxima de las medias";"Humedad relativa media de las máximas";"Humedad relativa máxima de las máximas";"Humedad relativa mínima de las medias";"Humedad relativa media de las mínimas";"Humedad relativa mínima de las mínimas";"Velocidad del viento media";"Velocidad del viento media máxima";"Dirección del viento media";"Racha máxima de las máximas";"ETo total";"ETo media";"ETo máxima";"ETo mínima";"Radiación media";"Horas sol medias";"Horas frío";"Precipitación total";"Precipitación máxima diaria";"Días con datos";"Estado"
