"Provincia";"Termino";"Estación";"Mes";"Año";"Temp media de las medias";"Temp máxima de las medias";"Temp media de las máximas";"Temp máxima de las máximas";"Temp mínima de las medias";"Temp media de las mínimas";"Temp mínima de las mínimas";"Humedad relativa media de las medias";"Humedad relativa máxima de las medias";"Humedad relativa media de las máximas";"Humedad relativa máxima de las máximas";"Humedad relativa mínima de las medias";"Humedad relativa media de las mínimas";"Humedad relativa mínima de las mínimas";"Velocidad del viento media";"Velocidad del viento media máxima";"Dirección del viento media";"Racha máxima de las máximas";"ETo total";"ETo media";"ETo máxima";"ETo mínima";"Radiación media";"Horas sol medias";"Horas frío";"Precipitación total";"Precipitación máxima diaria";"Días con datos";"Estado"
"València";"Chulilla";"Chulilla";"3";"2018";"11,51";"19,01";"16,79";"26,74";"6,39";"6,83";"1,83";"55,27";"88,2";"78,97";"99";"33,85";"34,16";"14,88";"10,28";"17,07";"O";"48,67";"100,57";"3,24";"5,83";"1,36";"16,12";"9,75";"90,5";"31,08";"10,49";"31";"Sin incidencias"
"València";"Gandía";"Gandia Marxuquera";"3";"2018";"14,29";"21,92";"20,3";"29,68";"8,09";"8,76";"-1,3";"49,93";"79";"74,32";"99,3";"32,65";"32,09";"18,61";"4,57";"8,16";"O";"29,27";"87,96";"2,84";"4,33";"1,48";"15,59";"9,51";"33,5";"10,4";"3,17";"31";"Sin incidencias"
"València";"Godelleta";"Godelleta";"3";"2018";"12,6";"19,8";"18,21";"27,83";"7,13";"7,21";"-1,23";"53,54";"87,6";"78,56";"100";"34,04";"32,74";"14,47";"9,71";"16,47";"O";"46,48";"102,65";"3,31";"5,46";"1,44";"15,57";"9,71";"53,5";"22";"7";"31";"Sin incidencias"
"València";"Llutxent";"Llutxent EEA";"3";"2018";"12,44";"19,13";"18,11";"26,62";"6,7";"7,35";"-0,16";"56,93";"76,08";"80,87";"100";"39,53";"36,6";"19,32";"11,03";"22,39";"N";"66,71";"100,31";"3,24";"5,14";"1,65";"14,91";"9,41";"61,5";"8,6";"2,1";"31";"Sin incidencias"
"València";"Llíria";"Llíria";"3";"2018";"11,86";"17,89";"18,11";"28,29";"7,4";"5,52";"0,52";"54,3";"89";"82,77";"100";"28,76";"31,17";"14,67";"8,49";"15,97";"NO";"46,26";"97,44";"3,14";"5,12";"1,49";"15,95";"9,8";"105,5";"30,49";"11,09";"31";"Sin incidencias"
"València";"Moncada";"Moncada IVIA";"3";"2018";"13,65";"20,09";"20,18";"30,82";"9,3";"7,26";"2,16";"57,58";"84,9";"82,26";"96";"39,26";"35,33";"19,13";"8,47";"16,41";"N";"56,63";"103,85";"3,35";"5,5";"1,57";"16,54";"9,72";"67";"17,1";"6";"31";"Sin incidencias"
"València";"Montesa";"Montesa";"3";"2018";"12,94";"20,04";"18,78";"27,21";"7,48";"7,67";"-0,3";"52,73";"73,6";"76,51";"97,8";"34,91";"32,29";"18,14";"5,94";"13,42";"O";"42,8";"89,38";"2,88";"4,89";"1,65";"15,52";"9,57";"40,5";"12,47";"4,36";"31";"Sin incidencias"
"València";"Pedralba";"Pedralba";"3";"2018";"12,69";"20,93";"18,31";"28,74";"7,82";"7,99";"2,35";"52,35";"88,5";"76,98";"99,5";"31,25";"32,65";"14,83";"6,11";"15,52";"O";"45,86";"88,82";"2,87";"4,72";"1,22";"15,43";"9,49";"51,5";"29,01";"11,76";"31";"Sin incidencias"
"València";"Picassent";"Picassent";"3";"2018";"13,33";"20,73";"19,34";"28,89";"8,33";"7,9";"0,11";"54,62";"89,1";"80,89";"98,2";"35,12";"32,06";"17,37";"7,16";"14,54";"O";"40,5";"96,93";"3,13";"5,1";"1,31";"15,84";"9,59";"40";"23,05";"8,16";"31";"Sin incidencias"
"València";"Polinyà de Xúquer";"Polinyà de Xúquer";"3";"2018";"13,52";"20,97";"19,32";"29";"8,27";"8,21";"-0,6";"57,91";"90,3";"88,01";"100";"37,92";"32,85";"17,51";"9,22";"19,74";"O";"49,18";"103,92";"3,35";"5,75";"1,67";"15,99";"9,7";"31";"18,71";"5,77";"31";"Sin incidencias"
"València";"Requena";"Campo Arcís";"3";"2018";"9,02";"14,2";"14,85";"23,72";"4,15";"3,95";"-0,47";"68,84";"89,1";"90,41";"100";"40,4";"44,1";"18,37";"10,98";"19,09";"O";"48,92";"80,21";"2,59";"4,31";"1,24";"14,13";"9,25";"243,5";"57,37";"14,85";"31";"Sin incidencias"
"València";"Requena";"Requena Cerrito";"3";"2018";"8,4";"15,36";"13,75";"23,37";"3,18";"3,97";"-1,16";"69,93";"90,6";"90,73";"100";"40,19";"45,18";"14,82";"7,83";"16,28";"N";"51,59";"71,78";"2,32";"4,21";"0,96";"14,32";"9,05";"301,5";"65,3";"17,5";"31";"Sin incidencias"
"València";"Sagunt";"Sagunt";"3";"2018";"13,75";"18,68";"19,08";"26,52";"9,67";"8,68";"4,1";"51,28";"81,9";"77,06";"94,3";"30,43";"30,89";"13,55";"8,18";"15,49";"O";"47,92";"103,45";"3,34";"5,16";"1,71";"15,78";"9,67";"19";"19,3";"5,63";"31";"Sin incidencias"
"València";"Tavernes de la Valldigna";"Tavernes de Valldigna";"3";"2018";"14,4";"21,27";"19,93";"28,89";"8,83";"9,17";"0,98";"52,27";"83,7";"80,78";"98,4";"36,09";"30,79";"18,05";"7,03";"14,88";"NO";"52,63";"99,86";"3,22";"5,1";"1,71";"15,79";"9,64";"20";"16,2";"5,6";"31";"Sin incidencias"
"València";"Valencia";"Moncada2";"3";"2018";"13,49";"19,8";"19,39";"29,45";"9,12";"7,68";"3,5";"56,77";"88";"80,44";"96";"38,91";"34,77";"17,5";"10,11";"18,68";"O";"32,04";"104,98";"3,5";"5,97";"1,53";"17,14";"9,52";"63";"14,4";"6";"31";"Sin incidencias"
"València";"Villalonga";"Villalonga";"3";"2018";"14,32";"21,41";"20,24";"30,43";"8,22";"8,91";"0,21";"48,14";"77";"72,49";"98,5";"32,42";"30,99";"17,49";"4,02";"7,86";"O";"34,92";"83,28";"2,69";"4,2";"1,49";"14,75";"9,38";"27,5";"15";"2,8";"31";"Sin incidencias"
"València";"Villanueva de Castellón";"Villanueva de Castellón";"3";"2018";"13,76";"19,64";"20,51";"29,06";"7,49";"7,13";"-2,16";"53,84";"83,5";"84,23";"100";"37,12";"28,87";"15,36";"5,82";"13,19";"O";"41,65";"91,9";"2,96";"5,04";"1,52";"14,83";"9,42";"51,5";"12,57";"5,77";"31";"Sin incidencias"
"València";"Xàtiva";"Xàtiva";"3";"2018";"13,14";"19,56";"19,97";"28,85";"6,85";"6,53";"-1,94";"56,68";"80,9";"84,48";"99,6";"39,62";"31,26";"15,98";"4,3";"10,22";"SO";"32,47";"81,61";"2,63";"4,28";"1,33";"15";"9,53";"59,5";"11,29";"4,55";"31";"Sin incidencias"
"Provincia";"Termino";"Estación";"Mes";"Año";"Temp media de las medias";"Temp máxima de las medias";"Temp media de las máximas";"Temp máxima de las máximas";"Temp mínima de las medias";"Temp media de las mínimas";"Temp mínima de las mínimas";"Humedad relativa media de las medias";"Humedad relativa máxima de las medias";"Humedad relativa media de las máximas";"Humedad relativa máxima de las máximas";"Humedad relativa mínima de las medias";"Humedad relativa media de las mínimas";"Humedad relativa mínima de las mínimas";"Velocidad del viento media";"Velocidad del viento media máxima";"Dirección del viento media";"Racha máxima de las máximas";"ETo total";"ETo media";"ETo máxima";"ETo mínima";"Radiación media";"Horas sol medias";"Horas frío";"Precipitación total";"Precipitación máxima diaria";"Días con datos";"Estado"
